"","genre","yob","age","pob","citizenship","citizenship_code","religion","age_arrival_ita","years_in_ita","legal_status","legal_status_binary","educational_title","years_of_education","recognized","italian_language_knowledge","recognized_binary","avg_monthly_salary","avg_working_hours_pw","avg_monthly_income_cohabiting_persons","marital_status","partner_citizenship","n_of_children","n_of_cohabiting_persons","personal_money_back_home","cohabiting_persons_money_back_home","GP","first_aid","specialist_visits_SSN","specialist_visits_private","volunteer_center","prevention"
"358","Female",1977,39,"Abroad","Africa","436","Muslim",28,11,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very well","No",1500,40,1500,"Single","I do not have a spouse/partner",0,1,200,200,"Yes","No","Yes","No","No","Yes"
"359","Male",1978,38,"Abroad","Asia","330","Sikh",21,17,"CE long-term residence permit","Legal","Lower secondary school",8,"Don't know, not informed","Very well","No",1450,35,1450,"Married","Same as respondent",2,4,0,50,"No","No","No","No","No","Yes"
"360","Male",1988,28,"Abroad","Europe","201","No religion",25,3,"Valid residence permit/visa","Legal","University degree or postgraduate diploma",16,"Don't know, wouldn't need it given the job opportunities in Italy","Very well","No",400,12,2500,"Single","I do not have a spouse/partner",0,5,0,0,"No","No","No","No","No","No"
"361","Male",1971,45,"Abroad","Asia","311","Buddhist",39,6,"Valid residence permit/visa","Legal","Upper secondary school",13,NA,"Fairly",NA,600,20,600,"Single","I do not have a spouse/partner",0,1,50,50,"No","No","No","No","No","No"
"362","Female",1970,46,"Abroad","America","615","Catholic Christian",30,16,"CE long-term residence permit","Legal","Lower secondary school",8,"Don't know, not informed","Very well","No",800,30,2200,"Single","Same as respondent",1,3,100,100,"Yes","No","Yes","No","No","Yes"
"363","Male",1949,67,"Abroad","Asia","358","Orthodox Christian",56,11,"CE long-term residence permit","Legal","Upper secondary school",13,"Don't know, not informed","Very","No",1350,40,1350,"Married","Other citizenship",2,2,0,0,"Yes","No","Yes","No","No","No"
"364","Male",1973,43,"Abroad","Africa","406","Muslim",27,16,"CE long-term residence permit","Legal","Primary school",5,"Don't know, not informed","Fairly","No",1300,20,1300,"Married","Same as respondent",1,1,300,300,"No","No","No","No","No","No"
"365","Male",1978,38,"Abroad","Europe","201","No religion",23,15,"CE long-term residence permit","Legal","Lower secondary school",8,"Don't know, not informed","Very well","No",1900,40,2500,"Married","Same as respondent",1,3,0,150,"No","No","No","No","No","No"
"366","Male",1987,29,"Abroad","Africa","460","Muslim",17,12,"CE long-term residence permit","Legal","Upper secondary school",13,"Yes","Very well","Yes",1500,50,3200,"Married","Italian",0,2,100,100,"Yes","No","Yes","No","No","No"
"367","Male",1979,37,"Abroad","Asia","351","Muslim",25,12,"CE long-term residence permit","Legal","Upper secondary school",13,"Don't know, not informed","Very well","No",1580,42,1580,"Married","Same as respondent",2,4,0,0,"Yes","No","Yes","No","No","Yes"
"368","Female",1977,39,"Abroad","Africa","436","Muslim",24,15,"Valid residence permit/visa","Legal","Lower secondary school",8,"Don't know, not informed","Very","No",150,6,1300,"Married","Same as respondent",1,3,50,100,"No","No","No","No","No","Yes"
"369","Male",1972,44,"Abroad","Africa","436","Muslim",30,14,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very well","No",1000,40,1000,"Married","Same as respondent",3,5,0,0,"No","No","No","No","No","Yes"
"370","Male",1965,51,"Abroad","Europe","254","Orthodox Christian",40,11,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very well","No",1000,20,1300,"Married","Same as respondent",2,2,0,200,"Yes","No","Yes","No","No","Yes"
"371","Male",1982,34,"Abroad","Europe","235","Orthodox Christian",21,13,"EU citizens (or dual citizenship of another EU country)","Legal","Upper secondary school",13,"Don't know, not informed","Very well","No",1550,42,2900,"Single","Same as respondent",0,2,200,200,"No","No","No","No","No","No"
"372","Female",1972,44,"Abroad","Africa","423","Evangelical Christian",31,13,"CE long-term residence permit","Legal","Lower secondary school",8,"Don't know, not informed","Very","No",250,8,1800,"Married","Same as respondent",3,5,0,100,"Yes","Yes","No","No","No","Yes"
"373","Male",1964,52,"Abroad","America","609","Catholic Christian",38,14,"CE long-term residence permit","Legal","Lower secondary school",8,"Don't know, not informed","Very","No",1600,42,3800,"Married","Same as respondent",0,5,100,150,"Yes","No","No","No","No","Yes"
"374","Male",1977,39,"Abroad","Europe","235","Coptic Christian",18,21,"EU citizens (or dual citizenship of another EU country)","Legal","Upper secondary school",13,"No","Very well","No",1100,40,2500,"Married","Italian",1,3,100,100,"No","No","No","No","No","No"
"375","Female",1967,49,"Abroad","Africa","404","Catholic Christian",35,14,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very well","No",1500,39,1700,"Single","I do not have a spouse/partner",1,1,100,100,"Yes","No","Yes","No","No","Yes"
"376","Male",1969,47,"Abroad","America","604","Catholic Christian",34,13,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very well","No",1550,39,2500,"Married","Same as respondent",1,3,50,100,"No","No","No","No","No","Yes"
"377","Male",1971,45,"Abroad","Africa","460","Muslim",29,16,"CE long-term residence permit","Legal","University degree or postgraduate diploma",16,"No","Very well","No",1900,50,1900,"Married","Same as respondent",3,7,0,0,"Yes","No","Yes","No","No","No"
"378","Male",1981,35,"Abroad","Asia","314","Buddhist",22,13,"CE long-term residence permit","Legal","Lower secondary school",8,"Don't know, not informed","Fairly","No",850,25,1600,"Married","Same as respondent",2,4,0,100,"No","No","No","No","No","No"
"379","Female",1993,23,"Abroad","Europe","271","Orthodox Christian",13,10,"Expired residence permit/visa being renewed","Legal","Vocational qualification",11,NA,"Very well",NA,600,30,2300,"Single","I do not have a spouse/partner",0,4,0,0,"No","No","No","No","No","Yes"
"380","Female",1970,46,"Abroad","Europe","201","No religion",31,15,"CE long-term residence permit","Legal","University degree or postgraduate diploma",16,"Yes","Very well","Yes",1600,42,2700,"Married","Italian",0,2,200,200,"No","No","No","No","No","Yes"
"381","Male",1986,30,"Abroad","Africa","423","Other Christian",12,18,"Expired residence permit/visa being renewed","Legal","Vocational qualification",11,NA,"Very well",NA,600,24,600,"Single","I do not have a spouse/partner",0,1,0,0,"No","No","No","No","No","No"
"382","Male",1971,45,"Abroad","Europe","272","Muslim",27,18,"CE long-term residence permit","Legal","Primary school",5,"Don't know, not informed","Very","No",1500,40,1800,"Married","Other citizenship",2,4,0,100,"Yes","Yes","Yes","No","No","Yes"
"383","Female",1989,27,"Abroad","America","517","Catholic Christian",20,7,"Expired residence permit/visa being renewed","Legal","Lower secondary school",8,"Don't know, not informed","Very","No",300,10,1800,"Single","Same as respondent",0,2,100,100,"Yes","No","Yes","No","No","Yes"
"384","Male",1986,30,"Abroad","Europe","201","Muslim",22,8,"Valid residence permit/visa","Legal","Upper secondary school",13,"Don't know, not informed","Very well","No",1500,50,2500,"Single","Same as respondent",1,6,0,150,"Yes","Yes","No","No","No","No"
"385","Female",1974,42,"Abroad","Africa","436","Muslim",31,11,"CE long-term residence permit","Legal","University degree or postgraduate diploma",16,"No","Very well","No",1250,39,2700,"Married","Same as respondent",2,4,100,150,"Yes","No","Yes","No","No","Yes"
"386","Male",1991,25,"Abroad","Asia","305","Hindu",18,7,"Valid residence permit/visa","Legal","Upper secondary school",13,NA,"Fairly",NA,1300,40,1300,"Married","Same as respondent",1,1,250,250,"Yes","No","No","No","No","No"
"387","Male",1986,30,"Abroad","Asia","344","Muslim",25,5,"Expired residence permit/visa being renewed","Legal","Upper secondary school",13,"Don't know, not informed","Very","No",800,50,800,"Single","I do not have a spouse/partner",0,1,50,50,"No","No","No","No","No","No"
"388","Female",1984,32,"Abroad","Africa","443","Evangelical Christian",24,8,"Valid residence permit/visa","Legal","Upper secondary school",13,"Don't know, not informed","Very","No",600,42,1800,"Single","Other citizenship",0,2,100,100,"Yes","No","No","No","No","Yes"
"389","Male",1989,27,"Abroad","Asia","344","Muslim",19,8,"Expired residence permit/visa being renewed","Legal","Vocational qualification",11,"Don't know, not informed","Very","No",800,40,850,"Single","I do not have a spouse/partner",0,1,150,150,"No","No","No","No","No","No"
"390","Female",1948,68,"Abroad","America","608","Other Christian",60,8,"Valid residence permit/visa","Legal","Upper secondary school",13,"No","Very","No",620,30,620,"Single","I do not have a spouse/partner",1,1,100,100,"Yes","No","No","No","No","Yes"
"391","Female",1983,33,"Abroad","Asia","311","Catholic Christian",29,4,"Valid residence permit/visa","Legal","Lower secondary school",8,"Don't know, not informed","Very","No",1000,54,1000,"Married","Same as respondent",0,1,200,200,"No","No","No","No","No","No"
"392","Female",1981,35,"Abroad","Europe","243","Orthodox Christian",26,9,"Valid residence permit/visa","Legal","Upper secondary school",13,"Don't know, not informed","Very well","No",850,30,850,"Divorced/Separated","I do not have a spouse/partner",1,2,0,0,"No","No","No","No","No","Yes"
"393","Male",1990,26,"Abroad","Europe","252","Muslim",4,22,"Valid residence permit/visa","Legal","Upper secondary school",13,NA,"Very well",NA,400,10,2500,"Single","I do not have a spouse/partner",0,5,0,100,"No","No","No","No","No","No"
"394","Male",1995,21,"Abroad","Africa","419","Muslim",10,11,"Valid residence permit/visa","Legal","Vocational qualification",11,NA,"Very well",NA,950,39,3000,"Single","I do not have a spouse/partner",0,5,0,250,"No","No","No","No","No","No"
"395","Male",1967,49,"Abroad","Africa","450","Muslim",30,19,"Expired residence permit/visa being renewed","Legal","Upper secondary school",13,"Don't know, not informed","Very","No",850,25,2000,"Married","Same as respondent",3,5,0,50,"Yes","No","No","No","No","No"
"396","Male",1975,41,"Abroad","Africa","450","Muslim",22,19,"Valid residence permit/visa","Legal","Upper secondary school",13,"No","Very","No",850,50,850,"Married","Same as respondent",3,1,150,150,"No","No","No","No","No","No"
"397","Male",1992,24,"Abroad","Europe","272","Muslim",9,15,"Valid residence permit/visa","Legal","Vocational qualification",11,NA,"Very well",NA,1300,35,1300,"Single","I do not have a spouse/partner",0,1,250,250,"Yes","Yes","No","No","No","No"
"398","Female",1972,44,"Abroad","Africa","436","Muslim",26,18,"Dual citizenship","Legal","Upper secondary school",13,"Don't know, not informed","Fairly","No",1000,45,1000,"Married","Same as respondent",1,1,0,0,"Yes","No","No","No","No","Yes"
"399","Female",1986,30,"Abroad","Africa","460","Muslim",19,11,"CE long-term residence permit","Legal","Lower secondary school",8,"Yes","Very","Yes",700,18,700,"Married","Same as respondent",3,5,0,0,"Yes","No","Yes","No","No","Yes"
"400","Male",1962,54,"Abroad","Africa","460","Muslim",24,30,"CE long-term residence permit","Legal","Lower secondary school",8,"Yes","Fairly","Yes",600,55,600,"Married","Same as respondent",4,6,0,0,"Yes","No","No","No","No","Yes"
"401","Male",1983,33,"Abroad","Europe","235","Orthodox Christian",18,15,"EU citizens (or dual citizenship of another EU country)","Legal","Lower secondary school",8,"Don't know, not informed","Very","No",1500,50,1500,"Married","Same as respondent",0,2,0,0,"Yes","No","Yes","No","No","Yes"
"402","Male",1979,37,"Abroad","Africa","419","Muslim",24,13,"Valid residence permit/visa","Legal","Upper secondary school",13,"No","Very well","No",1500,40,1500,"Married","Same as respondent",1,1,500,500,"No","No","No","No","No","Yes"
"403","Female",1953,63,"Abroad","Europe","243","Catholic Christian",47,16,"CE long-term residence permit","Legal","Vocational qualification",11,"No","Fairly","No",900,54,900,"Married","Same as respondent",2,1,0,0,"Yes","Yes","No","No","No","Yes"
"404","Male",1954,62,"Abroad","Africa","450","Muslim",36,26,"Valid residence permit/visa","Legal","Lower secondary school",8,"No","Very well","No",100,42,100,"Married","Same as respondent",3,1,50,50,"No","Yes","No","No","No","Yes"
"405","Male",1967,49,"Abroad","Europe","235","No religion",31,18,"EU citizens (or dual citizenship of another EU country)","Legal","Upper secondary school",13,"Yes","Very well","Yes",1500,54,1800,"Married","Same as respondent",2,3,50,300,"Yes","No","No","No","No","Yes"
"406","Female",1985,31,"Abroad","America","605","No religion",25,6,"Dual citizenship","Legal","Upper secondary school",13,"No","Very","No",1800,60,1800,"Divorced/Separated","I do not have a spouse/partner",0,1,500,500,"Yes","No","Yes","Yes","No","Yes"
"407","Male",1978,38,"Abroad","Europe","235","Other Christian",22,16,"EU citizens (or dual citizenship of another EU country)","Legal","Upper secondary school",13,"Don't know, not informed","Very well","No",1800,45,1800,"Married","Same as respondent",5,7,0,0,"Yes","No","No","No","No","Yes"
"408","Female",1985,31,"Abroad","Europe","235","Orthodox Christian",20,11,"EU citizens (or dual citizenship of another EU country)","Legal","Upper secondary school",13,"Don't know, wouldn't need it given the job opportunities in Italy","Very well","No",700,25,2400,"Married","Same as respondent",1,3,0,0,"Yes","No","Yes","Yes","No","Yes"
"409","Female",1964,52,"Abroad","Europe","201","No religion",37,15,"CE long-term residence permit","Legal","University degree or postgraduate diploma",16,"Don't know, not informed","Very","No",400,16,1300,"Married","Same as respondent",2,4,0,0,"Yes","No","No","No","No","Yes"
"410","Male",1992,24,"Abroad","America","615","Catholic Christian",11,13,"CE long-term residence permit","Legal","Lower secondary school",8,"Don't know, not informed","Very","No",1100,45,1100,"Single","I do not have a spouse/partner",0,1,0,0,"Yes","No","Yes","No","No","Yes"
"411","Male",1984,32,"Abroad","Africa","436","Muslim",24,8,"CE long-term residence permit","Legal","University degree or postgraduate diploma",16,"Yes","Very","Yes",1400,48,1400,"Married","Same as respondent",0,2,0,0,"Yes","No","No","No","No","Yes"
"412","Male",1986,30,"Abroad","Africa","436","Muslim",20,10,"CE long-term residence permit","Legal","Primary school",5,"No","Fairly","No",1000,45,1000,"Married","Same as respondent",1,3,0,0,"Yes","Yes","No","No","No","No"
"413","Female",1960,56,"Abroad","Europe","271","Other religion",35,21,"CE long-term residence permit","Legal","Vocational qualification",11,"Yes","Very well","Yes",1600,45,2500,"Divorced/Separated","I do not have a spouse/partner",3,3,50,50,"Yes","No","Yes","Yes","No","Yes"
"414","Male",1985,31,"Abroad","Africa","436","Muslim",20,11,"Valid residence permit/visa","Legal","Upper secondary school",13,"No","Fairly","No",900,36,900,"Married","Same as respondent",1,3,0,0,"Yes","Yes","Yes","Yes","No","Yes"
"415","Male",1986,30,"Abroad","Africa","423","No religion",14,16,"CE long-term residence permit","Legal","Upper secondary school",13,"Yes","Very well","Yes",1500,40,2800,"Married","Italian",1,3,100,100,"Yes","Yes","No","No","No","No"
"416","Male",1989,27,"Abroad","Asia","351","Muslim",22,5,"Valid residence permit/visa","Legal","Upper secondary school",13,"Don't know, not informed","Very","No",1600,40,1600,"Single","I do not have a spouse/partner",0,1,0,0,"No","No","No","No","No","No"
"417","Female",1978,38,"Abroad","Asia","314","Buddhist",28,10,"Expired residence permit/visa being renewed","Legal","Lower secondary school",8,"No","Little","No",1300,50,2900,"Married","Same as respondent",2,4,200,400,"Yes","Yes","No","No","No","No"
"418","Male",1970,46,"Abroad","Asia","330","Sikh",25,21,"Dual citizenship","Legal","University degree or postgraduate diploma",16,"No","Very well","No",1000,30,1000,"Married","Same as respondent",1,3,0,0,"Yes","No","Yes","No","No","Yes"
